	id	tweet	subtask_a
2474	9713	"Η Κάτια μου θυμίζει τις τύπισσες στο σχολείο που το έπαιζαν μουναρες και τα κοτσια τους έφταναν μόνο μεχρι να τα βάλουν με τους πιο ""ήπιους"" #gntmgr"	NOT
2475	1410	Είναι 23:15 Ο @USER έχει να μιλήσει 2 ώρες Που είσαι Γιώργη ; Ανησυχώ	NOT
2476	7351	Ο Κερέμ μου θυμίζει τον Ορφέα Αυγουστίδη.. #kokkinopotami	NOT
2478	7629	Ντόσει το πεναλντυ ! Ντόσει Ντόσειιι... #gntmgr	NOT
2479	4351	@USER Και εγώ κ η γυναίκα μου αλλά κ τα παιδιά μου το ίδιο πάθαμε Το ψάχναμε Στο γερόντι που έχει ταλαιπωρηθεί κ από την αναμονή το δε πα στο διάολο βγαίνει πιο εύκολα	NOT
2480	3391	@USER Εσυ που παραπονιέσαι για τη διαιτησία τότε τί είσαι; Κλαίω που κλαις αλήθεια.	NOT
2481	2706	"Είσαι υποψήφιος και θες να εκλεγείς από την πρώτη κιόλας Κυριακή; Στείλε ""ΤΑΜΑ"" (κενό) το όνομα του Αγίου που θες να σε βοηθήσει και τον Δήμο ή την Περιφέρεια που κατεβαίνεις υποψήφιος,στο 15666. Χρέωση 5.70..."	NOT
2482	8966	Έχει καταντήσει το Πρώτων Βοηθειών όταν βγαίνουν στο πλατώ. #gntmgr	NOT
2483	6285	Όταν βλέπω την από το πουθενά ορμώμενοι αυτοπεποίθηση της Ασημίνας #GNTMgr	NOT
2485	6651	Την ηλιανα κ τον σνικ γιατι παντα οι φοτο τους ειναι με την πλατη τους; Μαλον ο σνικ εχει βαρυ χερι κ δεν πλησιάζουν #kalomesimeraki	NOT
2487	9638	Ειδηση, ο Μπρατης διαβαζε super Κατερινα το '85 #gntmgr	NOT
2490	8811	@USER Εγω απο την αλλη σε καθε επεισοδιο, οποια και να φύγει χαιρομαι... #gntmgr	NOT
2491	8396	Ποσο κουκλα πια #GNTMgr	NOT
2493	2838	@USER Μην είσαι τόσο αισιόδοξος Σύντροφε. Πρόκειται για πάνελς. Δοκάρια και κολόνες δεν υπάρχουν. Για μη σεισμογενείς χώρες, δεν υπάρχει πρόβλημα. Σε χώρες σαν την Ελλάδα, αυτά είναι χάρτινοι πύργοι. Επί πλέον φαντάσου τι θα γίνουν τα πεύκα και τα άλλα δέντρα που χρησιμοποιεί η μέθοδος	NOT
2494	2689	@USER Αχ! Κοριτσάκι μου, για λύπη είσαι.	NOT
2495	13	Αυτά δεν είναι τίποτα μπροστά σε αυτά που θα υπέφερε ο ελληνικός λαός αν ξανάφερνε στην εξουσία τη συμμορία της χρεοκοπημένης ΝΔ #ΤΟ_ΝΟΥ_ΣΑΣ_ΡΕΜΑΛΙΑ #ΝΔ_Ξεφτιλες	NOT
2496	4692	@USER Πρόεδρε δεν νομίζω πως είσαι σε θέση να κρίνεις. Από την συνέντευξη στον Χατζηνικολάου, ειδαμε πως δυσκολεύεσαι στην ανάγνωση.	NOT
2497	8935	Μιας που μιλάτε για μηνύματα κλπ Κερέμ στείλε σήμερα αν θες μπορώ #kokkinopotami	NOT
2499	10286	"""Γνωστό μου φαίνεται αυτό το στήθος"" ΧΑΧΑΧΑΧΑΧΑ ΚΛΑΙΩ #kalytera"	NOT
2500	1250	@USER Τι να πονάει βρεεεεεεεε...Που μπαίνεις και ψάχνεις τα προφίλ με ημερομηνίες; Ή αργόσχολος είσαι ή κάπου αποσκοπείς.... ;Άσε μας στην ησυχία μας..Ποιος φυσιολογικός άνθρωπος το κάνει αυτό;τε γεια αλλά είσαι στον υπολογιστή μου print screen...Αλλά έχω και ζωή δική μου. Όταν θα..	NOT
2502	1506	Να είσαι στην Ελλάδα του 2019 και ακόμα να κάνεις συγκεντρώσεις με σημαίες ντουντούκες και τα σχετικά. Κακό και ξεπερασμένο! #Ευρωεκλογές2019 #Ευρωεκλογες #κατι_γνωστοι_μου	NOT
2503	9806	Bratis Episode αυριο. Πανω του γυρισμενο το επεισοδιο. Εγω θα μπορεσω μετα τις 22:00 να το δω οπως καθε Τριτη. Μεχρι τοτε θα αναλαβετε δραση και για μενα. #GNTMgr	NOT
2505	6554	Ευτυχώς που του Μπράτη δεν του αρέσουν οι γυναίκες θα τον είχε βάλει κ αυτόν στο βρακι της η Κατια #gntmgr	NOT
2508	8504	Μπράβο του που άλλαξε σχολή, ξανάδωσε πανελλήνιες, για να περάσει εκεί που θέλει και να το σπουδάσει. Από εμένα είναι ναι! #TheVoicegr	NOT
2510	10131	Με το ζόρι να γίνει μοντέλο. ΔΕ ΜΠΟΡΕΙ ΛΕΜΕ #gntmgr	NOT
2512	7605	Κορίτσια; #gntmgr	NOT
2513	7375	#gntmgr αυτό το μικρό η Άννα Μαρία άνετα θα μπορούσε να παίξει στην κούκλα του σατανά ...	NOT
2515	1196	#giatinparea ναι το ελληνικό το ξέχασες ενώ στο αγγλικό το πέτυχες τρομάρα σου! Νειμπορχουντ =ο γείτονας Ένα πτυχίο αγγλικών παθαίνει αυτανάφλεξη αυτή τη στιγμή	NOT
2516	396	@USER Ότι εσύ είσαι ένας ΑΠΟΤΥΧΗΜΕΝΟΣ πολιτικός που πέρασες και δεν ακουμπησες και το μόνο που ξέρεις να κάνεις είναι να γλύφεις μετράει ;	NOT
2517	5132	Άλλος μύθος πως οι γυναίκες δεν έχουν καλή αντίληψη του όγκου και των διαστάσεων.Ν ακούσετε μόνο Ελληναρα που σου έχει κλείσει το παρκιγκ για 3 ώρες αφήνοντας χώρο για 1 βέσπα να επιμένει πως χωρά να μπει αμάξι.	NOT
2519	382	Μονοψήφια έκανε χτες το οπεν με τον Μουτσινά στις #ekloges2019 ! Ποσά να αντέξουν πια οι Συριζαίοι ; #giatinparea	NOT
2520	5426	Τούρκοι ζήτησαν αναγνώριση ελληνικού μαχητικού και o Έλληνας πιλότος απάντησε: «Είμαι ο χάρος κι έρχομαι» di @	NOT
2521	5588	Ρε Μάριε! Εσυ επρεπε να εισαι 31! Τι ειναι το 18; 18; #TheVoiceGR	NOT
2523	9607	#GNTMgr Μου κάνει εντύπωση γιατί προωθούν τόσο την Κάτια όλοι τους , όπως πέρυσι έγινε στο Masterchef με την Σπυριδούλα που ήταν παιδί του Χελμη; Σε ποιανού πρακτορείο μόδας εργάζεται και αυτή και την έχουν έτοιμη νικήτρια στο gntmgr; Τελικά στημένα τα παιχνίδια του STAR!	NOT
2524	10041	η κεισι ειναι ντυμενη για παρελαση #gntmgr	NOT
2525	4951	Το τέλος φρίκη . το ο συνεχόμενο ζόρι; #XFactorGR	NOT
2526	6737	Την πέταξε την βλακεία ο Μπρατης εντωμεταξύ #gntmgr	NOT
2528	4584	Στέλνω μήνυμα «που εισαι;»...μου απανταει «Καλημερα»... «τα φιλια μας στην ομορφη Καλημερα λοιπον»....	NOT
2529	7516	@USER Να καλυφθει τηλεοπτικα η Προανακριτικη για την #Novartis .... #κυβερνηση_Μητσοτακη #παρελαση #Βορίδη #gntmgr	NOT
2530	6178	"Στα Γιαννιτσά,ίσως την πιο ξενοφοβική πόλη της χώρας... Οι μαθητές του ΕΠΑΛ κάνουν πορεία και κατάληψη με αίτημα την αποπομπή των ""λαθρομεταναστών""από τα σχολεία Να χαίρεστε το έργο σας,γιατί δικό σας είναι, #ΝΔ_ξεφτιλες και #μμε_ξεφτιλες #μεταναστευτικό"	NOT
2531	4915	@USER Το μισό # του #erwtasmeta το πιστεύει	NOT
2532	8385	η μαρτινα σπιτι της βλεπει #gntmgr μην ξεχασεις να διαβασεις και τα τουιτ μας	NOT
2534	10078	Έλα ρε δεσποιναρααααααα #xfactorgr	NOT
2535	4804	@USER Άντρες, πεταμένα συναισθήματα (ποια τα γραφει αυτα τα πετυχημένα )	NOT
2538	5560	Ολόκληρο πάγκο μανάβη έχει κρύψει η άλλη στο δωμάτιο #gntmgr	NOT
2539	1977	Εγώ βλέποντας την Σπυριδούλα στο τελικό #MasterChefGR #masterchefgr_Xeftiles	NOT
2540	6706	Απανωτά εγκεφαλικά οι FF. #gntmgr	NOT
2541	7951	Πέρασε τον φίλο του για αγριογούρουνο και τον πυροβόλησε στο κεφάλι #agriesmelisses #gntmgr	NOT
2542	6097	Φιλικη συμετοχη Τανιμανιδη;#GNTMgr	NOT
2543	9427	@USER Αν βγει η Ελλάδα και ζητήσει διεθνή αστυνόμευση των παραλίων λόγω της ανικανότητας Ερντογάν, οι Τουρκοι θα πάψουν να διώχνουν προς τα εδώ. Γιατί αυτό τρέμουν, την απόβαση θαλάσσιας δύναμης.	NOT
2547	2341	Στυλιστριουλα, δεν γίνεσαι καλύτερη με το να κοροϊδεύεις #notsorry #shoppingstar	NOT
2548	8704	Φτασαμε να πηγαίνει έλληνας σε ελληνικό νησί και να του μιλάνε στα αγγλικά #gntmgr	NOT
2549	562	Ένα είναι το σίγουρο! Ντύθηκε σαν Αγγλίδα! #shoppingstar	NOT
2550	688	@USER Γιατι γελάς ρε δυο άντρες δεν μπορούν να λένε ο ένας τον άλλον αγάπη μου ;	NOT
2551	4511	17 χρόνια φυγάς; 17χρονια μέσα έπρεπε να τον ξαναέβαζαν! Οχι μπήκε βγήκε! Να χαρώ εγώ δικαιοσύνη! #mesanyxta	NOT
2552	6553	Εγώ τον συμπαθω το Λιάγκα.. Κραξτε όσο θέλετε. #mesimeri_skai	NOT
2554	9688	#gntmgr Μωρε δν παει να πεθανει ποιος νοιαζεται;	NOT
2555	5153	Πανταζάρα αν στις #agriesmelisses δεν σε ήθελαν για τον ρόλο του Σέργιου κακώς δεν πήγες εκεί. Γιατί στο #kokkinopotami δεν σε βλέπουμε και δεν μπορούμε να σε αποθεώσουμε. Υ.Γ:Μέχρι και τον Νικηφόρο θα συμπαθούσα αν τον έκανες εσύ ταλεντάρα μου	NOT
2556	9508	"#TheVoiceGR Διδάσκω ""αέριαλ"" γιόγκα...είναι γιόγκα μετά από φασολάδα."	NOT
2557	7981	Εσύ Ασημινουλα μ σάπιο μπρίκ σ έδιναν! Αυγό του φιδιού πια #gntmgr	NOT
2558	9304	Τα κακομαθημένα που ψάχνουν το υπόλοιπο σπίτι! Ουστ ρε!#erwtasmeta	NOT
2559	5136	Ρε παιδιά ΙΣΧΥΕΙ ή δεν ισχύει ο νόμος ότι δεν επιτρέπεται η χρήση ζώων σε τηλεοπτικά show ; #gntmgr @USER	NOT
2560	8459	@USER Είδα κάποιες στατιστικές οι οποίες δεν είναι καταστροφικές αλλά στην Γερμανία έχουν την καλύτερη κατάσταση αναφορικά με την ανεργία που έχει γίνει από την δεκαετία του 60. Επίσης δουλεύουν σε δουλειές που στο μέλλον θα αυτοματοποιηθουν. Κάτι σαν 70% δουλεύουν. οι γυναίκες σπίτι..	NOT
2561	5200	Πάει ο Μίλτος, θα τον φάνε τα γκομενάκια #kokkinopotami	NOT
2562	137	Η γωγω με λίγη φαντασία δεν μοιάζει με την Πέγκυ Ζήνα #ShoppingStar	NOT
2563	2089	"Δυο ταπεινοί στίχοι ως φορος τιμής στη #Μεγαλοοικονομου για να μη ξεχαστεί ποτέ! ""Σε λένε Αλέξη και είσαι ηγέτης. Η κάθε σου λέξη, ομόνοια και καταπέλτης""."	NOT
2564	6129	οτι βρουν παιρνουν τελικα ή οτι ειπε η Αννα -Μαρια; #gntmgr	NOT
2565	9934	Δεν είναι απορίας άξιο που το #thefinal4gr έχει χαμηλή τηλεθέαση! Το #TheVoiceGR μακράν καλύτερο όπως και τα κριτήρια αξιολόγησής του!	NOT
2566	3023	⁦@USER⁩ δεν φαντάζομαι να είσαι κανένας από αυτούς εκεί που τράβαγαν μια ώρα πριν βγει ο Τσιπρας #Λαρισα_Τσιπρας	NOT
2567	9976	Αν και τον συμπαθώ τον Μπράτη πριν το #GNTMGr δεν τον ήξερε κάποιος.	NOT
2568	5919	Ο Κερέμ νιώθει Θωμάς Κυπραίος στην τοποθεσία background #kokkinopotami	NOT
2569	1959	Ο Κωστής παραγαμπρακι #GynaikaXwrisOnoma	NOT
2574	1346	Η κομπλαρει φοβερα λογω καμερας η εχει καποιο προβλημα #shoppingstar	NOT
2576	7815	Ψυχολογικός Φάρος ; Για να θεωρηθεί μια γυναίκα κακοποιημένη, δε χρειάζονται πάντα πληγές στο σώμα της... Μπορεί να υπάρχουν στην ψυχή της… via @USER	NOT
2578	5190	Ο Παπαζήσης έχει σαφώς βελτιωθεί, αλλά πιστεύω ότι είναι κάπως αδύναμη επιλογή για πρωταγωνιστή σε μια τέτοια σειρά, είναι καλός αλλά πιστεύω κάποιος άλλος θα είχε απογειώσει τον ρόλο, π.χ. Ανδρέας Κωσταντίνου, ηθοποιαρα. #kokkinopotami	NOT
2579	7991	Κατσε Αννα και Κατια θα κλαψετε σε λιγο! #GNTMgr	NOT
2580	8056	μετα την αννα μπανανα εχουμε τη κατια παρων #gntmgr	NOT
2581	5279	@USER φυσικα! φωτογραφηση Μυκονο και με κοτες! καρφωνει η Μαρινα οτι η Κατια κανει μπουλινγκ στην Ελευθερια! #gntmgr	NOT
2582	1808	@USER Είσαι εκεί γιά να μην συμβεί ξανά... θα ελεγχθείς αυστηρά την Δευτέρα...	NOT
2584	5372	"Τι έχουν στο μυαλό τους (και την ζωή τους) οι γυναίκες που μιλάνε για παρενοχληση/παραβίαση. Τι ΔΕΝ έχουν στο μυαλό τους οι άντρες όταν λένε notallmen και ""μην είστε οργισμένες, εμείς θέλουμε να σας φροντίζουμε"""	NOT
2585	6782	Βάλτε την σουζανα στην ταράτσα πάλι να κατέβει..... Η γαζελα δεν μπορεί την ελαφριά κλίση....! #gntmgr	NOT
2586	2388	αν πας σε μεταλλαδικο με ασπρα ρουχα εισαι σα το γαλα μες στη μυγα	NOT
2587	5110	Πρωινές αμπελοφιλοσοφίες #GNTMgr	NOT
2588	5543	Γουινι εντ ρεμπα μπαντ τσικι τσικι μπουμ μπουμ #xfactorgr	NOT
2590	1683	Για καρω εισαι καρταλι , σαν τραπεζομάντηλο έγινες #shoppingstar	NOT
2591	8901	Γατάκια δείτε εδω μαγικό με μπαλόνι απο τη ρουλα #gntmgr	NOT
2592	6954	Σαν την Ava max η φωνή της #TheVoiceGR	NOT
2593	5519	Σκουλε μη τα βάζεις με την Άννα Μαρία γιατί θα σε σφάξει στον ύπνο σου... #GNTMgr	NOT
2594	8887	Το να πρεπει να κυνηγάνε τα ζωντανα ειναι μερος του να είναι μονδελα; #gntmgr	NOT
2595	2672	ΤΟ ΜΠΕΓΝΗ ΡΕ ΤΟ ΜΠΕΓΝΗ; Τον έφαγες μωρή να νιώθεις τυψεις για μια ζωή τώρα. Λέτε να σκοτώθηκε; #gynaikaxwrisonoma	NOT
2596	8933	ΓΙΑ ΘΥΜΙΣΤΕ ΜΟΥ..Ο ΣΚΟΥΛΟΣ ΗΤΑΝ ΑΥΤΟΣ ΠΟΎ ΠΑΡΟΤΡΥΝΕ ΤΗΝ ΚΑΤΙΑ ΝΑ ΠΑΕΙ ΣΤΟ GNTM; #gntmgr #gntm #gntm2	NOT
2597	2062	@USER Ο Τριανταφυλλόπουλος ασχολήθηκε ενεργά με το noor1 , πήγε συνάντησε τον Γιαννουσακη στη φυλακή και επίσης κατέθεσε ο ίδιος έγγραφο στην δικαιοσύνη για τα εμβάσματα που του παρέδωσε ο ίδιος, αφήστε τις δικαιολογίες της πλάκας	NOT
2601	1786	@USER Και νομίζουν οι ψευτοπατριώτες ότι στη #ΝΔ_ξεφτιλες ήταν τάχα υπέρ της αξιας της οικογένειας χαχαχα Τώρα θα βλέπεις, θα τρως, θα πίνεις καφέ, θα πας διακοπές με τη γυναίκα σου και με το γείτονα, παρέα #μαρινακη #ΝΔ_ξεφτίλες #βελοπουλος #Ευρωεκλογες2019 #εκλογες2019 #Εκλογες_2019	NOT
2603	1525	@USER Ευχαριστώ,Νίκο,να είσαι καλά!	NOT
2604	1896	Η ροή λόγου του Τζώρτζογλου σαν διακεκομμένο σήμα κινητής τηλεφωνίας.... #GynaikaXwrisOnoma	NOT
2605	9918	Ο σχεδιαστής δεν έχει δει ποτέ έστω και πρόβα της παρουσίασης των ρούχων του; Ok I guess #GNTMgr	NOT
2606	3307	Δωσε απλη ταπεινη πωλητρια αυτο το παπουτσι... αη μαρηηηηη ψωναρααα #shoppingstar	NOT
2607	9197	Το ωραία καλέ που το είδες #gntmgr	NOT
2609	7206	"Με την ψήφιση τη τροπολογίας αποδεσμεύονται όσα περιουσιακά στοιχεία έχει δεσμεύσει η Αρχή για το Ξέπλυμα Μαύρου Χρήματος . Η διάταξη δεν ισχύει από την ψήφιση της, αλλά αναδρομικά"" #Όλοι_ίδιοι_είναι #ΝΔ_θελατε"	NOT
2610	4322	#skaipolxeftiles #poweroflovegr -Βίλμα είστε φίλες από το σχολείο με τη Ζένια; -Ναι. Αγαπιόμαστε πολύ. -Βρίσκεστε συχνά; -Όχι τόσο. -Πότε βρεθήκατε τελευταία φορά; -Τρίτη δημοτικού. Μου μίλησε για να της δανείσω το ψαλιδάκι μου.	NOT
2611	15	Τι στο διάολο όλη η διοίκηση του Ολυμπιακού κατεβαίνει με την ερχόμενη κυβέρνηση;	NOT
2612	6933	@USER Γυναικες!	NOT
2614	7213	Η γυναικα με θέλει ξυρισμένο και η γκόμενα αξύριστο . Αυτά είναι τα πραγματικά προβλήματα .	NOT
2616	6692	Αργούν να ακουστούν τα ονόματα των ΦΦ και χαιρομαι τόσο #gntmgr	NOT
2617	9142	Αυτο ειναι το σκεπτικο της κατιας που ειναι επαγγελματιας.αν εχει ασυλια θα παει και βγαλει μια οτι να ναι φωτογραφια.#gntmgr	NOT
2618	5735	Μητροπολίτης Ιγνάτιος: Στους πρόσφυγες είναι ο Χριστός σήμερα	NOT
2619	8150	@USER Κάπνιζα 50 χρόνια 1 πακέτο την ημέρα. Ξεκίνησα το ηλεκτρονικό Απρίλη του 13 κ εγώ κ η γυναίκα μου. Προσοχή, μόνο ηλεκτρονικό. 27 Δεκ. του 13 πετάξαμε το ηλεκτρονικό κ από τότε ούτε ξανασκεφθήκαμε τσιγάρο! Αν το αποφασίσεις θα τα καταφέρεις. Καλή επιτυχία.	NOT
2620	10001	@USER Και μέτα αυτοί θα φέρουν τις γυναίκες, και θα γεννάνε αβέρτα!	NOT
2621	8144	Εντωμεταξύ κάθε φορά οι ff μιλάνε υποτιμητικά για το χωριό της Μαρίας λες και αυτές είναι από το Παρίσι #gntmgr	NOT
2622	9031	Μπραβο παιδια! #XFactorGR	NOT
2624	3477	Το να είσαι όμορφος δε σημαίνει ότι είσαι και υπέροχος άνθρωπος,.... Το να είσαι όμως υπέροχος σε κάνει πανέμορφο...	NOT
2625	2330	ΤΟΥ ΧΡΟΝΟΥ ΣΤΟ #PowerOfLoveGR Νο3 ΣΤΟΝ ΣΚΑΪTURK + #SURVIVORGR στον ΣΚΑΪTURKTURK ΕΠΙΣΗΣ, ΘΕΛΩ ΕΛΕΝΙΤΣΑ. ΝΑ ΔΕΙΣ ΠΟΣΑ ΠΑΛΙΚΑΡΙΑ ΘΑ ΣΦΑΖΟΝΤΑΙ ΓΙΑ ΠΑΡΤΥ ΤΗΣ. ΚΑΝΤΕ ΤΗΣ ΕΠΙΣΗΜΗ ΠΡΟΤΑΣΗ ΚΑΙ ΘΑ ΣΑΡΩΣΕΙ ΣΕ ΨΗΦΟΥΣ...	NOT
2626	7228	Η Βάνια για βασίλισσα του χιονιού το πήγε, Κατσαιτη κατέληξε. #kalomesimeraki	NOT
2628	716	Aπόρω γιατί ψάχνετε σπόιλερ ;η παραγωγή είναι τόσο προβλέψιμη που μόνοι σας θα καταλάβετε ποιος φεύγει ποιος ξαναμπαίνει τι θα γίνει! #poweroflovegr #skaipοlxeftiles	NOT
2630	5785	Μια υστερία την έχει η κόρη της Άννας.Μας κουρασε #erwtasmeta	NOT
2631	5221	#GNTMgr θα διωξουν τη Σουζανα κ στη θεση της θα βαλουν τον Αλεξη	NOT
2632	7382	Η Κέισι αν βελτιωθεί θα μπορούσε να βάλει κάτω την Kendall Jenner και πολλές ακόμα. #gntmgr	NOT
2634	2955	@USER Αν υπάρχει κάτι θα είχε βγει, να είσαι σίγουρη μαγική Ελένη, αλλά μάλλον πρόκειται για μαγική εικόνα. Η ΝΟVARTIS λέχθηκε ότι ήταν το μεγαλύτερο σκάνδαλο από ιδρύσεως του κράτους και τελικά ....	NOT
2636	4164	Εγώ πάντως δε θα στεναχωριόμουν αν χώριζα κάποιον με κίτρινο λουλουδάτο πουκάμισο..#poweroflovegr	NOT
2637	3106	Αυτός είναι ο στόχος. #ΝΔ_ξεφτιλες #ΚΙΝΑΛ_ξεφτίλες	NOT
2638	9281	#TheVoiceGR χαιρετα μας τον πλατανο	NOT
2639	7214	Μαλάκα ηθοποιάρα η Κάτια. Στο μεδούλι λέει #GNTMgr	NOT
2642	8752	Να ξέρετε βάζω στοίχημα τα 33,333 ευρω μου οτι η Ελευθερία είναι μεγάλη σουπιά #gntmgr #Gntm #gntm2	NOT
2643	8680	Θα πρεπει να παμε στην σεληνη να βρουμε τα παππουτσια του κυρ Ονιλ ,ποιος ερχεται ; #kalytera	NOT
2644	9472	Απο τις FF , μονο η Κατια θα κανει καριερα. #gntmgr	NOT
2645	3416	Μπραβο ρε Κατερινα!Δειξε ποια εισαι της λεει η Δημητρα! #survivorGR	NOT
2646	201	#gynaikaxwrisonoma κάναμε τόσα επεισόδια να μάθει η Κάτια την αλήθεια για τη Μαρίνα θα κάνουμε άλλα τόσα για το αντίστροφο;τι λέτε	NOT
2647	9965	Αν διαλεγουμε συντροφο που μοιάζει με τους γονεις μας τοτε του Κωνσταντίνου του αξίζει η Αννα που είναι το ιδιο σπαστικη με την Αντιγόνη! #erwtasmeta	NOT
2648	1397	@USER Η πτώση του τοίχους του Βερολίνου τελικά ήταν προβοκάτσια της Δύσης; Αν δεν παίρνεις μεροκάματο από το κομμα αδερφέ, είσαι για τα σίδερα.	NOT
2650	2624	Τα πλήρη αποτελέσματα της σταυροδοσίας στο Δήμο Παλλήνης. Έντεκα γυναίκες στο νέο Δ.Σ ! μέσω του χρήστη @USER	NOT
2653	810	@USER Καλά η Ντένη με διαφορά...αλλά μια κ χιλιοειπώθηκε κ για να πάμε κ λίγο κόντρα η Αννέτα(είσαι το ταίρι μου)	NOT
2654	7648	"@USER Η πατρίδα μας ή ίδια ""ανατρεφει"" ρατσιστές. Όταν εγώ που έχω 15 χρόνια σκλήρυνση, έχω πτυχίο, μεταπτυχιακό και Μιλάω 5 ξένες γλώσσες δε δικαιούμαι ούτε το κοινωνικό μέρισμα ενώ οι ""πρόσφυγες"" παίρνουν 350 ευρώ έκαστος ως επίδομα και η πλειοψηφία των"	NOT
2655	4518	κοιταω τους καυλες στο δρομο και σκεφτομαι, εσυ τωρα ποιος να εισαι στο τουιτερ ;	NOT
2656	7267	"Κρίμα που έφυγε η Μαρτινα..Τώρα ποια θα μας περάσει το μήνυμα ""Όχι σκουπίδια, όχι πλαστικά σε θάλασσες και ακτες"" βλέποντας τη #Gntm #GntmGr"	NOT
2657	6313	Οταν η παραγωγή κάνει τα πάντα για την τηλεθέαση.. #gntm #gntm2 #TheVoiceGR #GNTMgr #GNTSTA	NOT
2660	9618	Και εδώ ταιριάζει το σύνθημα **τίνος είναι ρε γυναίκα το παιδί, τινος είναι ρε γυναίκα το παιδί ;του μπακάλη του μανάβη έλα ντε;** #AgriesMelisses	NOT
2661	7733	Παντως σημερα με τον Μαστορα μεθυσμενο γελασα παρα πολυ, σε καλο να μας βγει. τα χαρτια που κραταει ανακατευει τωρα γελαω αληθεια μεταμορφωνεται σε Τζοκερ. #XFactorGR	NOT
2662	9763	Και η Σίσσυ βρε Νίκο..όλοι μαζί πήγαν δεν κρατάει φανάρι.. #kalomesimeraki	NOT
2664	4673	@USER Ενώ αν ψηφίσεις το τσίρκο μεντρανο του αγράμματου θα είσαι τι; Για να είναι ο Μητσοτάκης προτιμότερος φαντάσου πόσο άχρηστος και επικίνδυνος είναι ο τριμαλακας ο Αλέξης!	NOT
2665	6910	@USER Όχι τίποτε άλλο, έρχονται οι ξένοι που δεν ξέρουν από Λιάγκα και μας αλλοιώνουν τον πολιτισμό...	NOT
2666	5268	@USER Παλι μακαρονια μωρη	NOT
2669	8184	Μια φορά να ξυπνήσω και να δω γυναίκα στην κουζίνα με το βρακι να με φτιάχνει καφέ.ΜΙΑ ΦΟΡΑ	NOT
2670	9529	Άλλο Γιαννιτσά άλλο Γιάννενα. Το λέω γιατί μερικοί τα μπερδεύουν	NOT
2671	3287	Μην ακούσει πως #ερχεται_ΠΟΥΤΣΑ ο Αρούλης, αμέσως να τρέξει να προλάβει! Μην αγχώνεσαι Άρη, έχει για όλους!	NOT
2672	2184	@USER «Καθρέπτης, είσαι κοινωνία και σου μοιάζω» ! (Κάτσε να θυμηθώ, ποιός το έγραψε, ΓΜΤ...!)	NOT
2674	3711	@USER Δηλαδή αν έμενε εκτός η Δαλάκα, θα είχαν πλεονέκτημα οι μαύροι ; Όταν ο αντίπαλος είναι δυνατός παίκτης (εν προκειμένω η Σουντέ σύμφωνα με τον Μπόρα), το λογικό είναι να θέλεις να μείνει εκτός.	NOT
2675	8535	#erwtasmeta Τόσο έρωτα έχει πάθει μαζί τής ό Κωνσταντίνος. Ασυγκράτητος.	NOT
2676	7775	Οι σύζυγοι που τους βγάζει έξω η γυναίκα τους να καπνίζουν δικαιούνται επίδομα θερμάστρας; #κικιλιας	NOT
2677	6929	Γουαρεβερ σουζανα #gntmgr	NOT
2679	4289	@USER Το φυτό είσαι εσυ και όχι ο λαός προδότη	NOT
2681	6115	Χριστός κ Παναγία... Πως κάνουν έτσι... #GNTMgr	NOT
2683	1603	#giatinparea εγω θελω ενα φουσκωτοχελωνα που να βρω!	NOT
2685	9232	Είπε ο ογκουνσοτο την κεισι ζώον γέλασαν και οι πέτρες #gntmgr	NOT
2686	1624	Πρώην παίκτρια καταγγέλει το Survivor: Mας φέρονταν… ούτε ζώα #survivorgr #shoppingstar #poweroflovegr #gntmgr #masterchefgr #tatouaz #survivor2019	NOT
2687	10269	Εύγε στην Μαρτίνα που μας έδωσε την ευχαρίστηση να φύγει για 2η φορά η Σουζάνα!#νταλιgirly #gntm2019 #GNTMgr #Gntm	NOT
2690	1182	@USER Ναι.. Κάθε μέρα σπαρτιάτες με σπαθιά βλέπουμε στο δρόμο ή στις εξόδους. Άντρες με τακούνια, ή ασυνήθιστα συνολάκια, δεν έχουμε δει ποτέ... (sic!)	NOT
2691	7854	@USER Χαχα άντε μωρή θρυλάρα	NOT
2692	7852	Ο υποψήφιος ευρωβουλευτής του ΣΥΡΙΖΑ Παναγιώτης Λαμπρου αγωνίζεται για την επαναλειτουργία του σχολείου Πακιστανικής Κοινότητας που έκλεισε ο φασίστας Μπακογιάννης. Οι #ΝΔ_ξεφτιλες θέλουν τα προσφυγόπουλα αμόρφωτα, να τους αντιμετωπίζουν σαν σκλάβους. ΔΕΝ ΘΑ ΤΟΥΣ ΠΕΡΑΣΕΙ!	NOT
2693	4234	Σατανάδες το πάνε πόντο πόντο όπως πέρσι για να μας κρατήσουν σε αγωνία μέχρι το τέλος #masterchefgr_Xeftiles #masterchefgr	NOT
2695	3859	@USER Η Δαλάκα ειχε πει με περηφάνια ότι η μαμά της της ειχε πει εσυ παιδί μου τους πουλάς κ τους αγοράζεις όλους. Αυτό το έλεγε με χαρά, εγώ πάλι το βλέπω ντροπή. Όταν κάνεις τέτοια δήλωση εισαι πονηρή αλλά όχι ξεφτέρι.	NOT
2697	9662	Της Πόπης γίνεται #GNTMgr	NOT
2698	5899	#GNTMgr με εκνεύρισε τόσο πολύ η κατια που δεν μπόρεσα να απολαύσω την αποχώρηση της Μαρτίνας...	NOT
